[TimeStamp],ETHreturn,XRPreturn,LTCreturn,DASHreturn,XMRreturn
2015-09-18 00:00:00,-0.0014431479701125505,-0.002194722378535213,-0.006251719739082593,-0.013168129128482323,0.0002804960947981961
2015-09-18 01:00:00,-0.008187308328651359,-0.003226197464383444,-0.00279731155573201,0.002601673823072605,6.878702189269496e-05
2015-09-18 02:00:00,-0.000655068752246357,0.008852652942631588,0.004451387895209596,0.0011058215932667611,0.0076360332022284575
2015-09-18 03:00:00,0.014205700791866532,-0.0031560870186626688,0.0008574679322609062,-0.003585313365737556,0.001996874982108496
2015-09-18 04:00:00,-0.006913408429124742,-0.006289136415832504,-0.002186347271657502,-0.008274413250178067,-0.005836559742829137
2015-09-18 05:00:00,-0.005139482487444509,0.003123027650795138,-0.0027916837197597306,-0.007933784878122338,0.00978402163102467
2015-09-18 06:00:00,-0.002503028953703266,0.009600659730562285,-0.005241159125456631,0.006636904054329531,-0.01029361821475867
2015-09-18 07:00:00,0.0037307153750976555,-0.003999494672960855,0.002946647403476126,-0.01300275083001429,-0.011112144319704233
2015-09-18 08:00:00,0.009054651013813019,-0.0014163614004814354,-0.006017137194007515,0.00011962933865412428,0.0027851953100733852
2015-09-18 09:00:00,-0.0032039520324344656,-0.003184895221666326,0.0013376413674653798,0.009902374618553623,-0.005148208242394432
2015-09-18 10:00:00,0.0011462945391357367,-0.018435260369950236,-0.008143669051374985,-0.0037218224559235585,-0.006971331081285601
2015-09-18 11:00:00,-0.002804082268504447,-0.0021711667783931798,0.0010199739756648622,-0.004070033088154055,0.003327197914715381
2015-09-18 12:00:00,0.023044512596290048,0.009850016941693443,0.0037616605869997804,-0.008346178858409077,-0.006841871132331071
2015-09-18 13:00:00,0.011784450233454792,0.004789156417306097,-0.0029658558148501725,0.0037847457079404697,0.006368106087592622
2015-09-18 14:00:00,-0.012894436230297577,0.0031195918293780308,0.005567109618923073,0.0054968558309606485,-0.007947603252467964
2015-09-18 15:00:00,0.01436622711795235,-0.006160424410633062,0.004886883390825209,0.00022060065379058845,-0.008151689643105163
2015-09-18 16:00:00,-0.004936249381407528,-0.0045343675318012,0.006255378739179999,-0.002576223433598624,0.0014298894773300099
2015-09-18 17:00:00,-0.003689558891168213,0.004704967199074136,0.005226790384719216,0.004529408942339506,0.010379097122595566
2015-09-18 18:00:00,0.005399016001985944,0.006680181621544898,-0.0027840970597880982,-0.009004966447938283,-0.01200665881946564
2015-09-18 19:00:00,-0.005997290427358881,0.00833420970089213,-0.006187748592349691,-0.007954931763066988,0.0018782167446505717
2015-09-18 20:00:00,0.0062895758595348464,-0.0099945422737347,0.002172067365996738,-5.373101941875871e-06,0.010296301828668596
2015-09-18 21:00:00,-0.010223097051989215,-0.006576866280539331,0.004624268433865365,-0.008075601720079355,-0.006918454223274029
2015-09-18 22:00:00,0.007925856426831336,-0.0016191376278361863,0.0013085196779563726,0.011558588812472164,-0.008526268279746365
2015-09-18 23:00:00,-0.005251758746341175,-0.0019604789691952894,0.004772621377606069,-0.006164873155060759,0.005935823916511494
2015-09-19 00:00:00,-0.0007029947072012434,0.0019105846096236674,-0.009076871963235623,0.0006007876238068181,-0.006106428486279549
2015-09-19 01:00:00,-0.0022945343843199205,-0.0102259495532635,-0.001064219576327635,0.007544932757398471,-0.005345318016804409
2015-09-19 02:00:00,0.012370913319033037,0.006229513640599555,-0.0013444622963215765,-0.005112270355020077,0.016241422793922395
2015-09-19 03:00:00,0.004804277660610207,0.00610160956548126,-0.001217872019190825,-0.003609276775945271,-0.006379636065494087
2015-09-19 04:00:00,0.0051140759693871956,-0.0033312304591868007,0.0009344762931168048,0.00577112781235946,0.004458614454921108
2015-09-19 05:00:00,0.009806459808685702,-0.008317859894495724,-0.0005752448803935202,-0.010462261413189719,0.000204253592923959
2015-09-19 06:00:00,-0.0067781997187425684,0.005994273321378061,-0.0005039308126384349,-0.008871698238363751,-0.0013376252337464287
2015-09-19 07:00:00,0.003416348235886261,0.003933300489263774,0.0008848929649455289,-0.009439637156786237,-0.004245719772535293
2015-09-19 08:00:00,-0.010770508750054402,0.005150643062807907,0.0016826516988295906,0.010680009271488192,-0.006941699536037336
2015-09-19 09:00:00,0.0030256688510027713,0.005071944713555692,0.0026184361458208693,0.0011270333574008207,0.008869357215562123
2015-09-19 10:00:00,0.0008397823824364994,-0.012447716431684902,0.002912757766497085,-0.006839059521410675,-0.002541319025776209
2015-09-19 11:00:00,-0.006836884861506687,-0.008557355173122668,-0.005806737814318167,0.007680333953890435,0.0016682874346061719
2015-09-19 12:00:00,0.0026393960854902464,0.0042171869567985375,0.0013281691433155735,-0.009109402694557294,0.009472486243164676
2015-09-19 13:00:00,-0.004252371516735324,-0.00858489894193644,0.0001276769386356705,-0.0063084730794075485,-0.007705625501604461
2015-09-19 14:00:00,0.0075518398527020004,0.0025598978857671226,-0.00028649865119034367,0.005925544699602978,0.01211149078835708
2015-09-19 15:00:00,-0.005031681222777868,0.0040902232821307056,-0.00012233670192360877,0.0014869463390134896,0.002777590308836114
2015-09-19 16:00:00,0.01174937946393174,-0.0025433303634915783,-0.0032161968330871953,-0.00760996411913485,0.006261389610637033
2015-09-19 17:00:00,0.011583315913534988,0.0054018565919975205,0.0011008656150884642,0.01061057738288032,0.011030854046776145
2015-09-19 18:00:00,-0.005374825053595782,-0.002897275521435058,0.0027891681770866386,0.0018195989925997532,-0.0038541306802855196
2015-09-19 19:00:00,-0.00565257398950312,0.0013694777165746204,-0.006584515358795236,0.006519475419879635,0.012169584826509369
