,loss
0,0.02574767336565412
1,0.02574814864268949
2,0.0257503491993922
3,0.025745558532179327
4,0.025751090285154207
5,0.02574920892346944
6,0.025748472523780683
7,0.025749772059695253
8,0.025748432948701744
9,0.025750200512781016
10,0.025748500295550796
11,0.02574800270500401
12,0.02574877643252388
13,0.025746765710405965
14,0.025745347427116722
15,0.025749635010869847
16,0.025747381311903125
17,0.025745045420441086
18,0.02574830576450499
19,0.025749280024302858
20,0.025748851879955043
21,0.025748842124312755
22,0.025748569917319997
23,0.025750351974542746
24,0.025747358924229892
25,0.025749153007502353
26,0.02574771933303899
27,0.025747883378128385
28,0.025749791900237858
29,0.025745944545207
30,0.025749761322664783
31,0.02575013662599372
32,0.02574643554599521
33,0.02574933854334123
34,0.02574528879713363
35,0.025748866837823205
36,0.025748734257268605
37,0.02575029385730646
38,0.025747959112415075
39,0.02574949585733035
40,0.02574886468423554
41,0.025748612452230285
42,0.02575297443927408
43,0.02574829673294089
44,0.02574844772035648
45,0.02575101196252642
46,0.02574921356305319
47,0.025747952088924806
48,0.025750062206525388
49,0.025746041461675515
50,0.025747363733764263
51,0.02574615452779516
52,0.02574881922389272
53,0.02574923616972091
54,0.02574983339322144
55,0.02574855456199217
56,0.025750029527303462
57,0.0257500253987636
58,0.025747920611362735
59,0.025749845104998743
60,0.02574849422151912
61,0.025750006993775814
62,0.025747305287951106
63,0.025747724917653758
64,0.025747443563213734
65,0.025749465931717133
66,0.02574792741023891
67,0.0257482612189665
68,0.025749304734662918
69,0.025748712450799235
70,0.02574700670463947
71,0.025748434013617767
72,0.025746959005393092
73,0.025747707743615914
74,0.02574860279663408
75,0.025748626453998506
76,0.02574642242335531
77,0.025748599477318005
78,0.025749199993739477
79,0.025749515370062395
80,0.025747798204600464
81,0.025750714390744514
82,0.025749079854234243
83,0.025747563848232798
84,0.025748808781806604
85,0.025747565705769214
86,0.025747863688634076
87,0.025748279720339103
88,0.0257479208616908
89,0.025748700390180408
90,0.025747545122331246
91,0.025748280423386324
92,0.025749113152464684
93,0.025748164174694436
94,0.02575028652133184
95,0.025749377760468067
96,0.02575114291969501
97,0.025749352619952433
98,0.02575085339723756
99,0.02575033824191977
